"date","ID","GDP_gap"
"DK-2013-07-01","2013-07-01","DK",39939.5677814368
"DK-2013-10-01","2013-10-01","DK",55361.0421566873
"DK-2014-01-01","2014-01-01","DK",71910.9881237273
"DK-2014-04-01","2014-04-01","DK",82528.9457102485
"DK-2014-07-01","2014-07-01","DK",125934.27516656
"DK-2014-10-01","2014-10-01","DK",145018.130420522
"DK-2015-01-01","2015-01-01","DK",170487.35056436
"DK-2015-04-01","2015-04-01","DK",192024.412144974
"DK-2015-07-01","2015-07-01","DK",210543.365490878
"DK-2015-10-01","2015-10-01","DK",227693.780869549
"DK-2016-01-01","2016-01-01","DK",250852.702190127
"DK-2016-04-01","2016-04-01","DK",291124.604127197
"DK-2016-07-01","2016-07-01","DK",310317.334223561
"DK-2016-10-01","2016-10-01","DK",341306.012210629
"DK-2017-01-01","2017-01-01","DK",401584.982026395
"DK-2017-04-01","2017-04-01","DK",386987.734343813
"DK-2017-07-01","2017-07-01","DK",383926.755873455
"DK-2017-10-01","2017-10-01","DK",415545.565856496
"DK-2018-01-01","2018-01-01","DK",446286.723717247
"DK-2018-04-01","2018-04-01","DK",467919.750016105
"DK-2018-07-01","2018-07-01","DK",492977.049596669
"DK-2018-10-01","2018-10-01","DK",523149.857503124
"DK-2019-01-01","2019-01-01","DK",544176.17633704
"DK-2019-04-01","2019-04-01","DK",576564.700825375
"DK-2019-07-01","2019-07-01","DK",596988.529254625
"ES-1999-01-01","1999-01-01","ES",-680004.075550462
"ES-1999-04-01","1999-04-01","ES",-656287.108515488
"ES-1999-07-01","1999-07-01","ES",-631327.774189811
"ES-1999-10-01","1999-10-01","ES",-607914.104549053
"ES-2000-01-01","2000-01-01","ES",-580557.001118405
"ES-2000-04-01","2000-04-01","ES",-556049.930466787
"ES-2000-07-01","2000-07-01","ES",-533012.750335632
"ES-2000-10-01","2000-10-01","ES",-510417.8563245
"ES-2001-01-01","2001-01-01","ES",-487578.309333139
"ES-2001-04-01","2001-04-01","ES",-467655.358156583
"ES-2001-07-01","2001-07-01","ES",-446086.244448134
"ES-2001-10-01","2001-10-01","ES",-426765.521925745
"ES-2002-01-01","2002-01-01","ES",-409987.698441637
"ES-2002-04-01","2002-04-01","ES",-389766.975717339
"ES-2002-07-01","2002-07-01","ES",-371478.016539106
"ES-2002-10-01","2002-10-01","ES",-351964.447132741
"ES-2003-01-01","2003-01-01","ES",-330956.062982978
"ES-2003-04-01","2003-04-01","ES",-313904.278231462
"ES-2003-07-01","2003-07-01","ES",-295661.723632725
"ES-2003-10-01","2003-10-01","ES",-275562.007437509
"ES-2004-01-01","2004-01-01","ES",-258067.96617934
"ES-2004-04-01","2004-04-01","ES",-237043.791497626
"ES-2004-07-01","2004-07-01","ES",-216426.058950947
"ES-2004-10-01","2004-10-01","ES",-198397.01843436
"ES-2005-01-01","2005-01-01","ES",-177534.89215184
"ES-2005-04-01","2005-04-01","ES",-157651.347707696
"ES-2005-07-01","2005-07-01","ES",-136942.481718148
"ES-2005-10-01","2005-10-01","ES",-115767.331776931
"ES-2006-01-01","2006-01-01","ES",-93227.9499335948
"ES-2006-04-01","2006-04-01","ES",-72494.2823034269
"ES-2006-07-01","2006-07-01","ES",-52174.7452997999
"ES-2006-10-01","2006-10-01","ES",-31497.9422553506
"ES-2007-01-01","2007-01-01","ES",-11298.9405198846
"ES-2007-04-01","2007-04-01","ES",8724.61291864113
"ES-2007-07-01","2007-07-01","ES",27355.9926836413
"ES-2007-10-01","2007-10-01","ES",44631.118053988
"ES-2008-01-01","2008-01-01","ES",57149.954749562
"ES-2008-04-01","2008-04-01","ES",68451.7314744681
"ES-2008-07-01","2008-07-01","ES",76448.4767469305
"ES-2008-10-01","2008-10-01","ES",68466.0221208233
"ES-2009-01-01","2009-01-01","ES",49872.3818898373
"ES-2009-04-01","2009-04-01","ES",59785.8128866122
"ES-2009-07-01","2009-07-01","ES",72078.4194998259
"ES-2009-10-01","2009-10-01","ES",81905.556456627
"ES-2010-01-01","2010-01-01","ES",91667.9802101172
"ES-2010-04-01","2010-04-01","ES",103364.593836497
"ES-2010-07-01","2010-07-01","ES",112937.52828403
"ES-2010-10-01","2010-10-01","ES",123816.817868496
"ES-2011-01-01","2011-01-01","ES",132345.701398842
"ES-2011-04-01","2011-04-01","ES",139201.73179099
"ES-2011-07-01","2011-07-01","ES",142584.635195595
"ES-2011-10-01","2011-10-01","ES",146066.337055976
"ES-2012-01-01","2012-01-01","ES",146613.07618083
"ES-2012-04-01","2012-04-01","ES",147068.316820099
"ES-2012-07-01","2012-07-01","ES",152362.934134976
"ES-2012-10-01","2012-10-01","ES",155155.280946877
"ES-2013-01-01","2013-01-01","ES",162610.399889871
"ES-2013-04-01","2013-04-01","ES",172519.819148818
"ES-2013-07-01","2013-07-01","ES",182845.659298613
"ES-2013-10-01","2013-10-01","ES",195506.444967594
"ES-2014-01-01","2014-01-01","ES",210300.652471909
"ES-2014-04-01","2014-04-01","ES",226175.251503628
"ES-2014-07-01","2014-07-01","ES",244999.574431171
"ES-2014-10-01","2014-10-01","ES",265190.596140854
"ES-2015-01-01","2015-01-01","ES",288560.796998092
"ES-2015-04-01","2015-04-01","ES",311362.541303743
"ES-2015-07-01","2015-07-01","ES",332631.175221678
"ES-2015-10-01","2015-10-01","ES",354701.943233096
"ES-2016-01-01","2016-01-01","ES",373781.134345941
"ES-2016-04-01","2016-04-01","ES",390154.264451971
"ES-2016-07-01","2016-07-01","ES",411749.168807063
"ES-2016-10-01","2016-10-01","ES",428804.261402445
"ES-2017-01-01","2017-01-01","ES",449161.861638453
"ES-2017-04-01","2017-04-01","ES",472689.895414736
"ES-2017-07-01","2017-07-01","ES",490756.917335309
"ES-2017-10-01","2017-10-01","ES",510665.013100452
"ES-2018-01-01","2018-01-01","ES",528361.508926139
"ES-2018-04-01","2018-04-01","ES",546696.038455821
"ES-2018-07-01","2018-07-01","ES",564540.195484173
"ES-2018-10-01","2018-10-01","ES",583050.820457771
"ES-2019-01-01","2019-01-01","ES",601394.983001717
"ES-2019-04-01","2019-04-01","ES",617994.648669031
"ES-2019-07-01","2019-07-01","ES",634869.210173326
"FI-1999-01-01","1999-01-01","FI",-392968.245730481
"FI-1999-04-01","1999-04-01","FI",-380329.8605755
"FI-1999-07-01","1999-07-01","FI",-368519.233650125
"FI-1999-10-01","1999-10-01","FI",-355114.227975128
"FI-2000-01-01","2000-01-01","FI",-339491.785273299
"FI-2000-04-01","2000-04-01","FI",-328691.959481716
"FI-2000-07-01","2000-07-01","FI",-315817.955808097
"FI-2000-10-01","2000-10-01","FI",-303820.157730274
"FI-2001-01-01","2001-01-01","FI",-292380.159181084
"FI-2001-04-01","2001-04-01","FI",-283458.794543026
"FI-2001-07-01","2001-07-01","FI",-272916.167248218
"FI-2001-10-01","2001-10-01","FI",-264387.672081807
"FI-2002-01-01","2002-01-01","FI",-254884.021538533
"FI-2002-04-01","2002-04-01","FI",-244363.267143831
"FI-2002-07-01","2002-07-01","FI",-236966.823213152
"FI-2002-10-01","2002-10-01","FI",-228159.493153817
"FI-2003-01-01","2003-01-01","FI",-222501.487956038
"FI-2003-04-01","2003-04-01","FI",-213064.448211298
"FI-2003-07-01","2003-07-01","FI",-204131.458257439
"FI-2003-10-01","2003-10-01","FI",-197941.069771036
"FI-2004-01-01","2004-01-01","FI",-191143.32410029
"FI-2004-04-01","2004-04-01","FI",-184251.767740284
"FI-2004-07-01","2004-07-01","FI",-178255.469328042
"FI-2004-10-01","2004-10-01","FI",-170715.036871411
"FI-2005-01-01","2005-01-01","FI",-167398.632739469
"FI-2005-04-01","2005-04-01","FI",-163253.992513341
"FI-2005-07-01","2005-07-01","FI",-160048.433277689
"FI-2005-10-01","2005-10-01","FI",-157464.863982409
"FI-2006-01-01","2006-01-01","FI",-150841.793456084
"FI-2006-04-01","2006-04-01","FI",-149893.336865534
"FI-2006-07-01","2006-07-01","FI",-147717.232272635
"FI-2006-10-01","2006-10-01","FI",-145606.843006226
"FI-2007-01-01","2007-01-01","FI",-142335.163101779
"FI-2007-04-01","2007-04-01","FI",-140794.822577982
"FI-2007-07-01","2007-07-01","FI",-140482.095615471
"FI-2007-10-01","2007-10-01","FI",-138836.904407708
"FI-2008-01-01","2008-01-01","FI",-142378.819942951
"FI-2008-04-01","2008-04-01","FI",-146395.066117429
"FI-2008-07-01","2008-07-01","FI",-151316.510880042
"FI-2008-10-01","2008-10-01","FI",-158617.656192246
"FI-2009-01-01","2009-01-01","FI",-176368.625723899
"FI-2009-04-01","2009-04-01","FI",-182563.146600978
"FI-2009-07-01","2009-07-01","FI",-187154.505027956
"FI-2009-10-01","2009-10-01","FI",-194547.53080131
"FI-2010-01-01","2010-01-01","FI",-200234.585831276
"FI-2010-04-01","2010-04-01","FI",-202919.545659188
"FI-2010-07-01","2010-07-01","FI",-211361.78524016
"FI-2010-10-01","2010-10-01","FI",-216140.172230143
"FI-2011-01-01","2011-01-01","FI",-224685.045880824
"FI-2011-04-01","2011-04-01","FI",-235078.205093396
"FI-2011-07-01","2011-07-01","FI",-244892.88705654
"FI-2011-10-01","2011-10-01","FI",-255613.741263096
"FI-2012-01-01","2012-01-01","FI",-267140.804974088
"FI-2012-04-01","2012-04-01","FI",-282649.476416009
"FI-2012-07-01","2012-07-01","FI",-295506.485963369
"FI-2012-10-01","2012-10-01","FI",-309469.857366776
"FI-2013-01-01","2013-01-01","FI",-323600.875610941
"FI-2013-04-01","2013-04-01","FI",-336940.052005593
"FI-2013-07-01","2013-07-01","FI",-351219.088858625
"FI-2013-10-01","2013-10-01","FI",-367524.846127617
"FI-2014-01-01","2014-01-01","FI",-383151.305722572
"FI-2014-04-01","2014-04-01","FI",-400087.530740984
"FI-2014-07-01","2014-07-01","FI",-415633.626402564
"FI-2014-10-01","2014-10-01","FI",-432584.697707966
"FI-2015-01-01","2015-01-01","FI",-450962.81057381
"FI-2015-04-01","2015-04-01","FI",-467276.949455072
"FI-2015-07-01","2015-07-01","FI",-484782.971399545
"FI-2015-10-01","2015-10-01","FI",-502363.565262613
"FI-2016-01-01","2016-01-01","FI",-520448.207942218
"FI-2016-04-01","2016-04-01","FI",-537309.120427699
"FI-2016-07-01","2016-07-01","FI",-555809.222587663
"FI-2016-10-01","2016-10-01","FI",-575398.091017905
"FI-2017-01-01","2017-01-01","FI",-592815.912791139
"FI-2017-04-01","2017-04-01","FI",-612737.43648494
"FI-2017-07-01","2017-07-01","FI",-632271.928637056
"FI-2017-10-01","2017-10-01","FI",-650887.123941516
"FI-2018-01-01","2018-01-01","FI",-671229.176412777
"FI-2018-04-01","2018-04-01","FI",-692410.612847306
"FI-2018-07-01","2018-07-01","FI",-713922.281968703
"FI-2018-10-01","2018-10-01","FI",-734761.301474014
"FI-2019-01-01","2019-01-01","FI",-755627.004254561
"FI-2019-04-01","2019-04-01","FI",-775408.886298436
"FI-2019-07-01","2019-07-01","FI",-795783.914526226
"FR-1999-01-01","1999-01-01","FR",644129.727003713
"FR-1999-04-01","1999-04-01","FR",636756.821317817
"FR-1999-07-01","1999-07-01","FR",635941.474735159
"FR-1999-10-01","1999-10-01","FR",638297.087013916
"FR-2000-01-01","2000-01-01","FR",634070.808146316
"FR-2000-04-01","2000-04-01","FR",630213.975497099
"FR-2000-07-01","2000-07-01","FR",621743.086972765
"FR-2000-10-01","2000-10-01","FR",616502.859053048
"FR-2001-01-01","2001-01-01","FR",607141.649513051
"FR-2001-04-01","2001-04-01","FR",590526.195102529
"FR-2001-07-01","2001-07-01","FR",579017.94193599
"FR-2001-10-01","2001-10-01","FR",561751.84096287
"FR-2002-01-01","2002-01-01","FR",549355.16511041
"FR-2002-04-01","2002-04-01","FR",542344.52347655
"FR-2002-07-01","2002-07-01","FR",532760.531746044
"FR-2002-10-01","2002-10-01","FR",517963.722779359
"FR-2003-01-01","2003-01-01","FR",505128.862909533
"FR-2003-04-01","2003-04-01","FR",486907.024084758
"FR-2003-07-01","2003-07-01","FR",485746.371562755
"FR-2003-10-01","2003-10-01","FR",486902.908006368
"FR-2004-01-01","2004-01-01","FR",490605.955499268
"FR-2004-04-01","2004-04-01","FR",491302.482724177
"FR-2004-07-01","2004-07-01","FR",486974.154023346
"FR-2004-10-01","2004-10-01","FR",490664.820370739
"FR-2005-01-01","2005-01-01","FR",485811.978961601
"FR-2005-04-01","2005-04-01","FR",480622.677507472
"FR-2005-07-01","2005-07-01","FR",482070.006923959
"FR-2005-10-01","2005-10-01","FR",488782.626005786
"FR-2006-01-01","2006-01-01","FR",498019.992252875
"FR-2006-04-01","2006-04-01","FR",512079.513350363
"FR-2006-07-01","2006-07-01","FR",507068.341494778
"FR-2006-10-01","2006-10-01","FR",517649.538474188
"FR-2007-01-01","2007-01-01","FR",529812.833111191
"FR-2007-04-01","2007-04-01","FR",542608.31795882
"FR-2007-07-01","2007-07-01","FR",548148.170550621
"FR-2007-10-01","2007-10-01","FR",551631.92052637
"FR-2008-01-01","2008-01-01","FR",560375.416061515
"FR-2008-04-01","2008-04-01","FR",552184.59980465
"FR-2008-07-01","2008-07-01","FR",547090.266544228
"FR-2008-10-01","2008-10-01","FR",520476.465746651
"FR-2009-01-01","2009-01-01","FR",490485.418853814
"FR-2009-04-01","2009-04-01","FR",492698.064432489
"FR-2009-07-01","2009-07-01","FR",500713.070349866
"FR-2009-10-01","2009-10-01","FR",519267.174208153
"FR-2010-01-01","2010-01-01","FR",532386.564653643
"FR-2010-04-01","2010-04-01","FR",549581.822566051
"FR-2010-07-01","2010-07-01","FR",568749.688434354
"FR-2010-10-01","2010-10-01","FR",590467.419490096
"FR-2011-01-01","2011-01-01","FR",619700.80473352
"FR-2011-04-01","2011-04-01","FR",630495.126078267
"FR-2011-07-01","2011-07-01","FR",645144.96234101
"FR-2011-10-01","2011-10-01","FR",660847.929669626
"FR-2012-01-01","2012-01-01","FR",673176.985110831
"FR-2012-04-01","2012-04-01","FR",681274.135324156
"FR-2012-07-01","2012-07-01","FR",697252.480779821
"FR-2012-10-01","2012-10-01","FR",708124.16793874
"FR-2013-01-01","2013-01-01","FR",720005.173045479
"FR-2013-04-01","2013-04-01","FR",747407.034139451
"FR-2013-07-01","2013-07-01","FR",761144.765760991
"FR-2013-10-01","2013-10-01","FR",784312.924922654
"FR-2014-01-01","2014-01-01","FR",799957.431936275
"FR-2014-04-01","2014-04-01","FR",817937.288897417
"FR-2014-07-01","2014-07-01","FR",842699.343866036
"FR-2014-10-01","2014-10-01","FR",859103.642064787
"FR-2015-01-01","2015-01-01","FR",883317.456866008
"FR-2015-04-01","2015-04-01","FR",897402.620810936
"FR-2015-07-01","2015-07-01","FR",921544.887264184
"FR-2015-10-01","2015-10-01","FR",940522.171618807
"FR-2016-01-01","2016-01-01","FR",968464.036023602
"FR-2016-04-01","2016-04-01","FR",976915.913832477
"FR-2016-07-01","2016-07-01","FR",996619.496730227
"FR-2016-10-01","2016-10-01","FR",1023221.45571634
"FR-2017-01-01","2017-01-01","FR",1054159.0498997
"FR-2017-04-01","2017-04-01","FR",1082256.75612425
"FR-2017-07-01","2017-07-01","FR",1110337.47221059
"FR-2017-10-01","2017-10-01","FR",1138342.41545433
"FR-2018-01-01","2018-01-01","FR",1154728.9073374
"FR-2018-04-01","2018-04-01","FR",1169650.00599184
"FR-2018-07-01","2018-07-01","FR",1187096.03579614
"FR-2018-10-01","2018-10-01","FR",1206050.00442501
"FR-2019-01-01","2019-01-01","FR",1220286.61064614
"FR-2019-04-01","2019-04-01","FR",1235012.28532377
"FR-2019-07-01","2019-07-01","FR",1246569.34899776
"GB-1999-01-01","1999-01-01","GB",305514.779320583
"GB-1999-04-01","1999-04-01","GB",311395.640768569
"GB-1999-07-01","1999-07-01","GB",337003.530434868
"GB-1999-10-01","1999-10-01","GB",356211.918738336
"GB-2000-01-01","2000-01-01","GB",364905.736557466
"GB-2000-04-01","2000-04-01","GB",369159.436307655
"GB-2000-07-01","2000-07-01","GB",367674.154946508
"GB-2000-10-01","2000-10-01","GB",362622.877420108
"GB-2001-01-01","2001-01-01","GB",372850.587215362
"GB-2001-04-01","2001-04-01","GB",372923.532453751
"GB-2001-07-01","2001-07-01","GB",370217.479074017
"GB-2001-10-01","2001-10-01","GB",359182.041559325
"GB-2002-01-01","2002-01-01","GB",346637.655134873
"GB-2002-04-01","2002-04-01","GB",332371.49602428
"GB-2002-07-01","2002-07-01","GB",319038.527308658
"GB-2002-10-01","2002-10-01","GB",304289.920581323
"GB-2003-01-01","2003-01-01","GB",283826.233683976
"GB-2003-04-01","2003-04-01","GB",264293.726969845
"GB-2003-07-01","2003-07-01","GB",243055.524040028
"GB-2003-10-01","2003-10-01","GB",215867.931226603
"GB-2004-01-01","2004-01-01","GB",180823.532634531
"GB-2004-04-01","2004-04-01","GB",139447.351416857
"GB-2004-07-01","2004-07-01","GB",91495.0159998625
"GB-2004-10-01","2004-10-01","GB",42213.1251545579
"GB-2005-01-01","2005-01-01","GB",-3198.97819244943
"GB-2005-04-01","2005-04-01","GB",-46368.2219211478
"GB-2005-07-01","2005-07-01","GB",-95082.0767659025
"GB-2005-10-01","2005-10-01","GB",-142205.835140703
"GB-2006-01-01","2006-01-01","GB",-210922.565085639
"GB-2006-04-01","2006-04-01","GB",-286496.662009449
"GB-2006-07-01","2006-07-01","GB",-369081.499190725
"GB-2006-10-01","2006-10-01","GB",-449720.945023728
"GB-2007-01-01","2007-01-01","GB",-528501.619390954
"GB-2007-04-01","2007-04-01","GB",-617229.619609498
"GB-2007-07-01","2007-07-01","GB",-708424.990916319
"GB-2007-10-01","2007-10-01","GB",-809770.668342753
"GB-2008-01-01","2008-01-01","GB",-915208.666037506
"GB-2008-04-01","2008-04-01","GB",-1044337.68611816
"GB-2008-07-01","2008-07-01","GB",-1195693.23424257
"GB-2008-10-01","2008-10-01","GB",-1360471.97672306
"GB-2009-01-01","2009-01-01","GB",-1525193.81981983
"GB-2009-04-01","2009-04-01","GB",-1671607.4435888
"GB-2009-07-01","2009-07-01","GB",-1818999.81536953
"GB-2009-10-01","2009-10-01","GB",-1968805.12811586
"GB-2010-01-01","2010-01-01","GB",-2119381.79552853
"GB-2010-04-01","2010-04-01","GB",-2270284.30922583
"GB-2010-07-01","2010-07-01","GB",-2432695.64484399
"GB-2010-10-01","2010-10-01","GB",-2611013.9641376
"GB-2011-01-01","2011-01-01","GB",-2786580.83036389
"GB-2011-04-01","2011-04-01","GB",-2977112.17175201
"GB-2011-07-01","2011-07-01","GB",-3170700.72585775
"GB-2011-10-01","2011-10-01","GB",-3372817.34671451
"GB-2012-01-01","2012-01-01","GB",-3574013.75160662
"GB-2012-04-01","2012-04-01","GB",-3793584.87473874
"GB-2012-07-01","2012-07-01","GB",-3998508.10380267
"GB-2012-10-01","2012-10-01","GB",-4232532.13635217
"GB-2013-01-01","2013-01-01","GB",-4459909.01252735
"GB-2013-04-01","2013-04-01","GB",-4695611.5858422
"GB-2013-07-01","2013-07-01","GB",-4930946.92584673
"GB-2013-10-01","2013-10-01","GB",-5179678.46720094
"GB-2014-01-01","2014-01-01","GB",-5432651.49922627
"GB-2014-04-01","2014-04-01","GB",-5692013.8071866
"GB-2014-07-01","2014-07-01","GB",-5959009.69717623
"GB-2014-10-01","2014-10-01","GB",-6232478.0978026
"GB-2015-01-01","2015-01-01","GB",-6512595.97380449
"GB-2015-04-01","2015-04-01","GB",-6795411.64570728
"GB-2015-07-01","2015-07-01","GB",-7089017.79643711
"GB-2015-10-01","2015-10-01","GB",-7382682.89555926
"GB-2016-01-01","2016-01-01","GB",-7692188.21268187
"GB-2016-04-01","2016-04-01","GB",-8000525.90293089
"GB-2016-07-01","2016-07-01","GB",-8315405.14858352
"GB-2016-10-01","2016-10-01","GB",-8631575.4415944
"GB-2017-01-01","2017-01-01","GB",-8953673.73483241
"GB-2017-04-01","2017-04-01","GB",-9286062.17935376
"GB-2017-07-01","2017-07-01","GB",-9620911.37404568
"GB-2017-10-01","2017-10-01","GB",-9958446.51242223
"GB-2018-01-01","2018-01-01","GB",-10305745.5455677
"GB-2018-04-01","2018-04-01","GB",-10647331.9273242
"GB-2018-07-01","2018-07-01","GB",-10989845.8790403
"GB-2018-10-01","2018-10-01","GB",-11340255.5157651
"GB-2019-01-01","2019-01-01","GB",-11687591.3855762
"GB-2019-04-01","2019-04-01","GB",-12051256.9010518
"GB-2019-07-01","2019-07-01","GB",-12406182.0233788
"HU-1999-01-01","1999-01-01","HU",6177792.08654652
"HU-1999-04-01","1999-04-01","HU",6028526.49353927
"HU-1999-07-01","1999-07-01","HU",6050526.94818605
"HU-1999-10-01","1999-10-01","HU",5942067.81830617
"HU-2000-01-01","2000-01-01","HU",5782698.40807025
"HU-2000-04-01","2000-04-01","HU",5662318.79821844
"HU-2000-07-01","2000-07-01","HU",5489462.4851202
"HU-2000-10-01","2000-10-01","HU",5508771.89013299
"HU-2001-01-01","2001-01-01","HU",5369924.61380505
"HU-2001-04-01","2001-04-01","HU",5229884.66003335
"HU-2001-07-01","2001-07-01","HU",5091418.11198133
"HU-2001-10-01","2001-10-01","HU",4957429.47955987
"HU-2002-01-01","2002-01-01","HU",5162178.43412123
"HU-2002-04-01","2002-04-01","HU",4964110.2026002
"HU-2002-07-01","2002-07-01","HU",4891493.42280107
"HU-2002-10-01","2002-10-01","HU",4830824.16294856
"HU-2003-01-01","2003-01-01","HU",4733316.48055464
"HU-2003-04-01","2003-04-01","HU",4732369.95955231
"HU-2003-07-01","2003-07-01","HU",4725953.75244709
"HU-2003-10-01","2003-10-01","HU",4745458.86467022
"HU-2004-01-01","2004-01-01","HU",4808663.56591359
"HU-2004-04-01","2004-04-01","HU",4838846.22633996
"HU-2004-07-01","2004-07-01","HU",4892022.67819783
"HU-2004-10-01","2004-10-01","HU",4778700.76820691
"HU-2005-01-01","2005-01-01","HU",4850343.82111189
"HU-2005-04-01","2005-04-01","HU",5077118.03937491
"HU-2005-07-01","2005-07-01","HU",5077293.38045538
"HU-2005-10-01","2005-10-01","HU",5200747.17914467
"HU-2006-01-01","2006-01-01","HU",5271619.37005076
"HU-2006-04-01","2006-04-01","HU",5464870.26918112
"HU-2006-07-01","2006-07-01","HU",5476809.93588656
"HU-2006-10-01","2006-10-01","HU",5574435.85756337
"HU-2007-01-01","2007-01-01","HU",5056241.6796427
"HU-2007-04-01","2007-04-01","HU",4878743.91160803
"HU-2007-07-01","2007-07-01","HU",4913622.70426325
"HU-2007-10-01","2007-10-01","HU",4908349.02924544
"HU-2008-01-01","2008-01-01","HU",5050229.39236442
"HU-2008-04-01","2008-04-01","HU",5111092.17014236
"HU-2008-07-01","2008-07-01","HU",4986432.05860426
"HU-2008-10-01","2008-10-01","HU",3969972.08774701
"HU-2009-01-01","2009-01-01","HU",2718129.52912878
"HU-2009-04-01","2009-04-01","HU",2634942.08220218
"HU-2009-07-01","2009-07-01","HU",2597494.14059552
"HU-2009-10-01","2009-10-01","HU",2567594.37292349
"HU-2010-01-01","2010-01-01","HU",2505872.03958712
"HU-2010-04-01","2010-04-01","HU",2707782.85685883
"HU-2010-07-01","2010-07-01","HU",2897606.02031893
"HU-2010-10-01","2010-10-01","HU",2963909.95227339
"HU-2011-01-01","2011-01-01","HU",3240225.37581623
"HU-2011-04-01","2011-04-01","HU",3290316.26487049
"HU-2011-07-01","2011-07-01","HU",3447991.06081409
"HU-2011-10-01","2011-10-01","HU",3767456.48936994
"HU-2012-01-01","2012-01-01","HU",3290910.26617825
"HU-2012-04-01","2012-04-01","HU",3303749.41102855
"HU-2012-07-01","2012-07-01","HU",3517296.81898069
"HU-2012-10-01","2012-10-01","HU",3578713.59064229
"HU-2013-01-01","2013-01-01","HU",3870862.64277823
"HU-2013-04-01","2013-04-01","HU",4257104.3466065
"HU-2013-07-01","2013-07-01","HU",4773945.78386738
"HU-2013-10-01","2013-10-01","HU",5248904.24269761
"HU-2014-01-01","2014-01-01","HU",5671963.05511025
"HU-2014-04-01","2014-04-01","HU",6227200.00349436
"HU-2014-07-01","2014-07-01","HU",6690128.14021044
"HU-2014-10-01","2014-10-01","HU",7094232.37728843
"HU-2015-01-01","2015-01-01","HU",7833622.78205241
"HU-2015-04-01","2015-04-01","HU",8140781.16669407
"HU-2015-07-01","2015-07-01","HU",8609576.48677504
"HU-2015-10-01","2015-10-01","HU",9182410.86782582
"HU-2016-01-01","2016-01-01","HU",9264426.09397491
"HU-2016-04-01","2016-04-01","HU",9964521.45830917
"HU-2016-07-01","2016-07-01","HU",10428803.3357567
"HU-2016-10-01","2016-10-01","HU",10988788.5349301
"HU-2017-01-01","2017-01-01","HU",11747826.1512329
"HU-2017-04-01","2017-04-01","HU",12460305.5237283
"HU-2017-07-01","2017-07-01","HU",13086374.4679296
"HU-2017-10-01","2017-10-01","HU",13893590.0831246
"HU-2018-01-01","2018-01-01","HU",14660048.8618231
"HU-2018-04-01","2018-04-01","HU",15380542.7232754
"HU-2018-07-01","2018-07-01","HU",16236955.6680678
"HU-2018-10-01","2018-10-01","HU",16968074.5738056
"HU-2019-01-01","2019-01-01","HU",17809472.7520815
"HU-2019-04-01","2019-04-01","HU",18567174.472103
"HU-2019-07-01","2019-07-01","HU",19328372.9205372
"IL-1999-01-01","1999-01-01","IL",-15464316.5911604
"IL-1999-04-01","1999-04-01","IL",-15062729.3217352
"IL-1999-07-01","1999-07-01","IL",-14681306.4177192
"IL-1999-10-01","1999-10-01","IL",-14290252.1816102
"IL-2000-01-01","2000-01-01","IL",-13898006.2957058
"IL-2000-04-01","2000-04-01","IL",-13499772.5123949
"IL-2000-07-01","2000-07-01","IL",-13103128.0403429
"IL-2000-10-01","2000-10-01","IL",-12729002.0330171
"IL-2001-01-01","2001-01-01","IL",-12362900.9604732
"IL-2001-04-01","2001-04-01","IL",-11996632.4698611
"IL-2001-07-01","2001-07-01","IL",-11636542.7914789
"IL-2001-10-01","2001-10-01","IL",-11277497.198767
"IL-2002-01-01","2002-01-01","IL",-10915958.0698171
"IL-2002-04-01","2002-04-01","IL",-10559079.1651248
"IL-2002-07-01","2002-07-01","IL",-10209616.9373523
"IL-2002-10-01","2002-10-01","IL",-9867549.47753034
"IL-2003-01-01","2003-01-01","IL",-9522748.00872983
"IL-2003-04-01","2003-04-01","IL",-9192729.57082321
"IL-2003-07-01","2003-07-01","IL",-8862131.46636073
"IL-2003-10-01","2003-10-01","IL",-8540824.38622936
"IL-2004-01-01","2004-01-01","IL",-8213131.80982397
"IL-2004-04-01","2004-04-01","IL",-7901412.48946384
"IL-2004-07-01","2004-07-01","IL",-7594404.32210831
"IL-2004-10-01","2004-10-01","IL",-7295165.85645288
"IL-2005-01-01","2005-01-01","IL",-7007081.82177004
"IL-2005-04-01","2005-04-01","IL",-6723684.11126336
"IL-2005-07-01","2005-07-01","IL",-6446892.79718987
"IL-2005-10-01","2005-10-01","IL",-6174054.82156682
"IL-2006-01-01","2006-01-01","IL",-5907924.31947484
"IL-2006-04-01","2006-04-01","IL",-5648639.05515085
"IL-2006-07-01","2006-07-01","IL",-5416839.72772225
"IL-2006-10-01","2006-10-01","IL",-5175309.92065622
"IL-2007-01-01","2007-01-01","IL",-4938312.13043231
"IL-2007-04-01","2007-04-01","IL",-4712275.80412233
"IL-2007-07-01","2007-07-01","IL",-4492176.96368978
"IL-2007-10-01","2007-10-01","IL",-4284019.47884631
"IL-2008-01-01","2008-01-01","IL",-4087414.49032932
"IL-2008-04-01","2008-04-01","IL",-3902918.74115974
"IL-2008-07-01","2008-07-01","IL",-3727708.04267275
"IL-2008-10-01","2008-10-01","IL",-3566354.69464418
"IL-2009-01-01","2009-01-01","IL",-3407188.06293808
"IL-2009-04-01","2009-04-01","IL",-3248673.50467757
"IL-2009-07-01","2009-07-01","IL",-3096772.72531371
"IL-2009-10-01","2009-10-01","IL",-2949202.39340572
