"ID","borrowers_country","cg_dtype","Credit","date","obs_value"
"312","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2006-10-01,7.8
"313","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2007-01-01,170.1
"314","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2007-01-01,4.6
"315","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2007-04-01,171
"316","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2007-04-01,4.2
"317","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2007-07-01,174.1
"318","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2007-07-01,5.9
"319","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2007-10-01,175.6
"320","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2007-10-01,5.9
"321","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2008-01-01,178.6
"322","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2008-01-01,7.4
"323","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2008-04-01,178.1
"324","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2008-04-01,5.4
"325","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2008-07-01,179.1
"326","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2008-07-01,5
"327","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2008-10-01,185.7
"328","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2008-10-01,9.9
"329","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2009-01-01,186
"330","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2009-01-01,8.5
"331","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2009-04-01,182.4
"332","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2009-04-01,3.5
"333","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2009-07-01,185.7
"334","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2009-07-01,5.4
"335","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2009-10-01,185.4
"336","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2009-10-01,3.7
"337","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2010-01-01,186.6
"338","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2010-01-01,3.4
"339","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2010-04-01,182.6
"340","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2010-04-01,-1.6
"341","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2010-07-01,182.3
"342","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2010-07-01,-3
"343","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2010-10-01,177.7
"344","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2010-10-01,-8.3
"345","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2011-01-01,176.2
"346","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2011-01-01,-10.4
"347","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2011-04-01,175.7
"348","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2011-04-01,-11.4
"349","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2011-07-01,174.6
"350","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2011-07-01,-12.9
"351","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2011-10-01,172.9
"352","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2011-10-01,-14.9
"353","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2012-01-01,175.2
"354","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2012-01-01,-12.9
"355","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2012-04-01,176.3
"356","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2012-04-01,-12.2
"357","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2012-07-01,176.1
"358","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2012-07-01,-12.7
"359","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2012-10-01,173.7
"360","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2012-10-01,-15.3
"361","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2013-01-01,171.2
"362","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2013-01-01,-17.8
"363","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2013-04-01,172.2
"364","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2013-04-01,-16.8
"365","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2013-07-01,169.6
"366","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2013-07-01,-19.2
"367","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2013-10-01,166.8
"368","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2013-10-01,-21.6
"369","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2014-01-01,163.6
"370","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2014-01-01,-24.4
"371","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2014-04-01,161.2
"372","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2014-04-01,-26.1
"373","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2014-07-01,160
"374","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2014-07-01,-26.6
"375","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2014-10-01,158.6
"376","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2014-10-01,-27.1
"377","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2015-01-01,160.1
"378","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2015-01-01,-25
"379","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2015-04-01,155.7
"380","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2015-04-01,-28.3
"381","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2015-07-01,156
"382","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2015-07-01,-27.1
"383","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2015-10-01,156
"384","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2015-10-01,-26.2
"385","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2016-01-01,156.4
"386","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2016-01-01,-24.9
"387","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2016-04-01,159.2
"388","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2016-04-01,-21.3
"389","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2016-07-01,161.4
"390","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2016-07-01,-18.6
"391","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2016-10-01,159.4
"392","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2016-10-01,-19.8
"393","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2017-01-01,160.1
"394","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2017-01-01,-18.6
"395","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2017-04-01,159.7
"396","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2017-04-01,-18.3
"397","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2017-07-01,160.9
"398","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2017-07-01,-16.5
"399","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2017-10-01,161.6
"400","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2017-10-01,-15.2
"401","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2018-01-01,159.6
"402","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2018-01-01,-16.5
"403","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2018-04-01,159.1
"404","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2018-04-01,-16.4
"405","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2018-07-01,157
"406","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2018-07-01,-17.6
"407","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2018-10-01,156.3
"408","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2018-10-01,-17.5
"409","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2019-01-01,154.1
"410","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2019-01-01,-18.9
"411","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2019-04-01,155.2
"412","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2019-04-01,-16.9
"413","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2019-07-01,156.8
"414","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2019-07-01,-14.6
"415","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2019-10-01,154.8
"416","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2019-10-01,-15.8
"417","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2020-01-01,156.2
"418","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2020-01-01,-13.7
"419","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2020-04-01,164.4
"420","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2020-04-01,-5.3
"421","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2020-07-01,164.7
"422","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2020-07-01,-4.7
"423","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2020-10-01,166.6
"424","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2020-10-01,-2.7
"425","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2021-01-01,164.9
"426","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2021-01-01,-4.2
"427","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2021-04-01,160.3
"428","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2021-04-01,-8.4
